Colony,Treatment,Box Name,Date,Time,Time.Point,Day,Attack,Darting,Humming,Total,Batch
N6,Decitabine,N6.A3,06/02/2021,1,8,D3,0,0,4,4,3
N6,Decitabine,N6.A3,06/02/2021,5,9,D3,0,1,1,2,3
N6,Decitabine,N6.A3,07/02/2021,9,10,D4,0,0,2,2,3
N6,Decitabine,N6.A3,07/02/2021,1,11,D4,0,1,3,4,3
N6,Decitabine,N6.A3,07/02/2021,5,12,D4,0,1,2,3,3
N6,Decitabine,N6.A3,08/02/2021,9,13,D5,0,0,0,0,3
N6,Decitabine,N6.A3,08/02/2021,1,14,D5,0,0,4,4,3
N6,Decitabine,N6.A3,08/02/2021,5,15,D5,0,0,2,2,3
N6,Decitabine,N6.A3,09/02/2021,9,16,D6,2,0,1,3,3
N6,Decitabine,N6.A3,09/02/2021,1,17,D6,0,2,1,3,3
N6,Decitabine,N6.A3,09/02/2021,5,18,D6,0,0,1,1,3
N6,Control,N6.B3,05/02/2021,9,1,D1,0,0,0,0,3
N6,Control,N6.B3,05/02/2021,1,2,D1,0,0,0,0,3
N6,Control,N6.B3,05/02/2021,5,3,D1,0,0,0,0,3
N6,Control,N6.B3,06/02/2021,9,4,D2,0,0,0,0,3
N6,Control,N6.B3,06/02/2021,1,5,D2,0,0,1,1,3
N6,Control,N6.B3,06/02/2021,5,6,D2,0,0,0,0,3
N6,Control,N6.B3,07/02/2021,9,7,D3,0,0,0,0,3
N6,Control,N6.B3,07/02/2021,1,8,D3,0,0,0,0,3
N6,Control,N6.B3,07/02/2021,5,9,D3,0,0,1,1,3
N6,Control,N6.B3,08/02/2021,9,10,D4,0,0,0,0,3
N6,Control,N6.B3,08/02/2021,1,11,D4,1,0,1,2,3
N6,Control,N6.B3,08/02/2021,5,12,D4,0,0,0,0,3
N6,Control,N6.B3,09/02/2021,9,13,D5,0,0,0,0,3
N6,Control,N6.B3,09/02/2021,1,14,D5,0,0,0,0,3
N6,Control,N6.B3,09/02/2021,5,15,D5,0,0,2,2,3
N6,Control,N6.B3,10/02/2021,9,16,D6,0,0,0,0,3
N6,Control,N6.B3,10/02/2021,1,17,D6,0,0,0,0,3
N6,Control,N6.B3,10/02/2021,5,18,D6,0,0,1,1,3
N6,6-azacytidine,N6.C3,07/02/2021,9,1,D1,0,0,0,0,3
N6,6-azacytidine,N6.C3,07/02/2021,1,2,D1,0,0,0,0,3
N6,6-azacytidine,N6.C3,07/02/2021,5,3,D1,0,0,0,0,3
N6,6-azacytidine,N6.C3,08/02/2021,9,4,D2,0,0,1,1,3
N6,6-azacytidine,N6.C3,08/02/2021,1,5,D2,0,0,0,0,3
N6,6-azacytidine,N6.C3,08/02/2021,5,6,D2,0,1,2,3,3
N6,6-azacytidine,N6.C3,09/02/2021,9,7,D3,0,2,7,9,3
N6,6-azacytidine,N6.C3,09/02/2021,1,8,D3,0,0,1,1,3
N6,6-azacytidine,N6.C3,09/02/2021,5,9,D3,0,0,1,1,3
N6,6-azacytidine,N6.C3,10/02/2021,9,10,D4,0,0,0,0,3
N6,6-azacytidine,N6.C3,10/02/2021,1,11,D4,0,0,0,0,3
N6,6-azacytidine,N6.C3,10/02/2021,5,12,D4,0,0,0,0,3
N6,6-azacytidine,N6.C3,11/02/2021,9,13,D5,0,0,3,3,3
N6,6-azacytidine,N6.C3,11/02/2021,1,14,D5,0,0,2,2,3
N6,6-azacytidine,N6.C3,11/02/2021,5,15,D5,0,0,0,0,3
N6,6-azacytidine,N6.C3,12/02/2021,9,16,D6,0,0,2,2,3
N6,6-azacytidine,N6.C3,12/02/2021,1,17,D6,1,1,2,4,3
N6,6-azacytidine,N6.C3,12/02/2021,5,18,D6,0,0,1,1,3
N7,Decitabine,N7.A1,10/03/2021,9,1,D1,0,0,0,0,3
N7,Decitabine,N7.A1,10/03/2021,1,2,D1,0,1,0,1,3
N7,Decitabine,N7.A1,10/03/2021,5,3,D1,0,0,1,1,3
N7,Decitabine,N7.A1,11/03/2021,9,4,D2,2,0,1,3,3
N7,Decitabine,N7.A1,11/03/2021,1,5,D2,0,0,4,4,3
N7,Decitabine,N7.A1,11/03/2021,5,6,D2,2,0,4,6,3
N7,Decitabine,N7.A1,12/03/2021,9,7,D3,1,0,1,2,3
N7,Decitabine,N7.A1,12/03/2021,1,8,D3,2,0,2,4,3
N7,Decitabine,N7.A1,12/03/2021,5,9,D3,0,0,3,3,3
N7,Decitabine,N7.A1,13/03/2021,9,10,D4,0,0,4,4,3
N7,Decitabine,N7.A1,13/03/2021,1,11,D4,0,1,2,3,3
N7,Decitabine,N7.A1,13/03/2021,5,12,D4,1,1,1,3,3
N7,Decitabine,N7.A1,14/03/2021,9,13,D5,2,0,1,3,3
N7,Decitabine,N7.A1,14/03/2021,1,14,D5,0,1,0,1,3
N7,Decitabine,N7.A1,14/03/2021,5,15,D5,0,0,1,1,3
N7,Decitabine,N7.A1,15/03/2021,9,16,D6,2,1,2,5,3
N7,Decitabine,N7.A1,15/03/2021,1,17,D6,2,0,1,3,3
N7,Decitabine,N7.A1,15/03/2021,5,18,D6,0,0,2,2,3
N7,Control,N7.B1,07/03/2021,9,1,D1,0,0,0,0,3
N7,Control,N7.B1,07/03/2021,1,2,D1,0,0,0,0,3
N7,Control,N7.B1,07/03/2021,5,3,D1,0,0,0,0,3
N7,Control,N7.B1,08/03/2021,9,4,D2,0,0,0,0,3
N7,Control,N7.B1,08/03/2021,1,5,D2,0,1,0,1,3
N7,Control,N7.B1,08/03/2021,5,6,D2,0,0,1,1,3
N7,Control,N7.B1,09/03/2021,9,7,D3,3,0,0,3,3
N7,Control,N7.B1,09/03/2021,1,8,D3,1,0,0,1,3
N7,Control,N7.B1,09/03/2021,5,9,D3,0,0,0,0,3
N7,Control,N7.B1,10/03/2021,9,10,D4,0,0,0,0,3
N7,Control,N7.B1,10/03/2021,1,11,D4,0,0,0,0,3
N7,Control,N7.B1,10/03/2021,5,12,D4,0,0,1,1,3
N7,Control,N7.B1,11/03/2021,9,13,D5,1,0,0,1,3
N7,Control,N7.B1,11/03/2021,1,14,D5,0,0,0,0,3
N7,Control,N7.B1,11/03/2021,5,15,D5,0,0,1,1,3
N7,Control,N7.B1,12/03/2021,9,16,D6,0,0,0,0,3
N7,Control,N7.B1,12/03/2021,1,17,D6,0,0,2,2,3
N7,Control,N7.B1,12/03/2021,5,18,D6,0,0,0,0,3
N7,6-azacytidine,N7.C1,11/03/2021,9,1,D1,0,0,0,0,3
N7,6-azacytidine,N7.C1,11/03/2021,1,2,D1,0,0,0,0,3
N7,6-azacytidine,N7.C1,11/03/2021,5,3,D1,0,0,1,1,3
N7,6-azacytidine,N7.C1,12/03/2021,9,4,D2,0,0,0,0,3
N7,6-azacytidine,N7.C1,12/03/2021,1,5,D2,0,0,0,0,3
N7,6-azacytidine,N7.C1,12/03/2021,5,6,D2,0,0,2,2,3
N7,6-azacytidine,N7.C1,13/03/2021,9,7,D3,0,0,0,0,3
N7,6-azacytidine,N7.C1,13/03/2021,1,8,D3,0,0,2,2,3
N7,6-azacytidine,N7.C1,13/03/2021,5,9,D3,0,1,1,2,3
N7,6-azacytidine,N7.C1,14/03/2021,9,10,D4,0,0,1,1,3
N7,6-azacytidine,N7.C1,14/03/2021,1,11,D4,0,0,0,0,3
N7,6-azacytidine,N7.C1,14/03/2021,5,12,D4,0,0,1,1,3
N7,6-azacytidine,N7.C1,15/03/2021,9,13,D5,0,0,0,0,3
N7,6-azacytidine,N7.C1,15/03/2021,1,14,D5,0,0,0,0,3
N7,6-azacytidine,N7.C1,15/03/2021,5,15,D5,0,0,0,0,3
N7,6-azacytidine,N7.C1,16/03/2021,9,16,D6,0,1,0,1,3
N7,6-azacytidine,N7.C1,16/03/2021,1,17,D6,0,1,1,2,3
N7,6-azacytidine,N7.C1,16/03/2021,5,18,D6,0,0,0,0,3
N7,Decitabine,N7.A2,12/03/2021,9,1,D1,0,0,0,0,3
N7,Decitabine,N7.A2,12/03/2021,1,2,D1,0,0,0,0,3
N7,Decitabine,N7.A2,12/03/2021,5,3,D1,0,0,1,1,3
N7,Decitabine,N7.A2,13/03/2021,9,4,D2,0,1,1,2,3
N7,Decitabine,N7.A2,13/03/2021,1,5,D2,0,0,2,2,3
N7,Decitabine,N7.A2,13/03/2021,5,6,D2,0,1,3,4,3
N7,Decitabine,N7.A2,14/03/2021,9,7,D3,1,0,2,3,3
N7,Decitabine,N7.A2,14/03/2021,1,8,D3,2,2,0,4,3
N7,Decitabine,N7.A2,14/03/2021,5,9,D3,2,0,1,3,3
N7,Decitabine,N7.A2,15/03/2021,9,10,D4,0,0,0,0,3
N7,Decitabine,N7.A2,15/03/2021,1,11,D4,0,0,2,2,3
N7,Decitabine,N7.A2,15/03/2021,5,12,D4,0,0,1,1,3
N7,Decitabine,N7.A2,16/03/2021,9,13,D5,0,1,0,1,3
N7,Decitabine,N7.A2,16/03/2021,1,14,D5,0,0,0,0,3
N7,Decitabine,N7.A2,16/03/2021,5,15,D5,0,1,1,2,3
N7,Decitabine,N7.A2,17/03/2021,9,16,D6,0,0,0,0,3
N7,Decitabine,N7.A2,17/03/2021,1,17,D6,0,0,1,1,3
N7,Decitabine,N7.A2,17/03/2021,5,18,D6,0,1,0,1,3
N7,Control,N7.B2,12/03/2021,9,1,D1,0,0,0,0,3
N7,Control,N7.B2,12/03/2021,1,2,D1,0,0,0,0,3
N7,Control,N7.B2,12/03/2021,5,3,D1,0,0,0,0,3
N7,Control,N7.B2,13/03/2021,9,4,D2,0,0,0,0,3
N7,Control,N7.B2,13/03/2021,1,5,D2,0,1,0,1,3
N7,Control,N7.B2,13/03/2021,5,6,D2,0,0,1,1,3
N7,Control,N7.B2,14/03/2021,9,7,D3,3,0,0,3,3
N7,Control,N7.B2,14/03/2021,1,8,D3,1,0,0,1,3
N7,Control,N7.B2,14/03/2021,5,9,D3,0,0,0,0,3
N7,Control,N7.B2,15/03/2021,9,10,D4,0,0,0,0,3
N7,Control,N7.B2,15/03/2021,1,11,D4,0,0,0,0,3
N7,Control,N7.B2,15/03/2021,5,12,D4,0,0,1,1,3
N7,Control,N7.B2,16/03/2021,9,13,D5,1,0,0,1,3
N7,Control,N7.B2,16/03/2021,1,14,D5,0,0,0,0,3
N7,Control,N7.B2,16/03/2021,5,15,D5,0,0,1,1,3
N7,Control,N7.B2,17/03/2021,9,16,D6,0,0,0,0,3
N7,Control,N7.B2,17/03/2021,1,17,D6,0,0,2,2,3
N7,Control,N7.B2,17/03/2021,5,18,D6,0,0,0,0,3
N7,6-azacytidine,N7.C2,16/03/2021,9,1,D1,0,0,0,0,3
N7,6-azacytidine,N7.C2,16/03/2021,1,2,D1,0,0,0,0,3
N7,6-azacytidine,N7.C2,16/03/2021,5,3,D1,0,0,0,0,3
N7,6-azacytidine,N7.C2,17/03/2021,9,4,D2,1,1,0,2,3
N7,6-azacytidine,N7.C2,17/03/2021,1,5,D2,0,0,1,1,3
N7,6-azacytidine,N7.C2,17/03/2021,5,6,D2,1,1,0,2,3
N7,6-azacytidine,N7.C2,18/03/2021,9,7,D3,0,0,0,0,3
N7,6-azacytidine,N7.C2,18/03/2021,1,8,D3,0,0,2,2,3
N7,6-azacytidine,N7.C2,18/03/2021,5,9,D3,0,0,1,1,3
N7,6-azacytidine,N7.C2,19/03/2021,9,10,D4,0,0,2,2,3
N7,6-azacytidine,N7.C2,19/03/2021,1,11,D4,0,0,0,0,3
N7,6-azacytidine,N7.C2,19/03/2021,5,12,D4,0,0,2,2,3
N7,6-azacytidine,N7.C2,20/03/2021,9,13,D5,0,0,0,0,3
N7,6-azacytidine,N7.C2,20/03/2021,1,14,D5,0,0,0,0,3
N7,6-azacytidine,N7.C2,20/03/2021,5,15,D5,2,1,1,4,3
N7,6-azacytidine,N7.C2,21/03/2021,9,16,D6,0,0,3,3,3
N7,6-azacytidine,N7.C2,21/03/2021,1,17,D6,0,0,0,0,3
N7,6-azacytidine,N7.C2,21/03/2021,5,18,D6,0,0,0,0,3
N7,Decitabine,N7.A3,18/03/2021,9,1,D1,0,0,0,0,3
N7,Decitabine,N7.A3,18/03/2021,1,2,D1,0,0,0,0,3
N7,Decitabine,N7.A3,18/03/2021,5,3,D1,0,0,0,0,3
N7,Decitabine,N7.A3,19/03/2021,9,4,D2,0,0,1,1,3
N7,Decitabine,N7.A3,19/03/2021,1,5,D2,0,0,1,1,3
N7,Decitabine,N7.A3,19/03/2021,5,6,D2,0,0,0,0,3
N7,Decitabine,N7.A3,20/03/2021,9,7,D3,0,0,6,6,3
N7,Decitabine,N7.A3,20/03/2021,1,8,D3,0,0,3,3,3
N7,Decitabine,N7.A3,20/03/2021,5,9,D3,0,0,2,2,3
N7,Decitabine,N7.A3,21/03/2021,9,10,D4,2,0,0,2,3
N7,Decitabine,N7.A3,21/03/2021,1,11,D4,1,0,0,1,3
N7,Decitabine,N7.A3,21/03/2021,5,12,D4,0,0,1,1,3
N7,Decitabine,N7.A3,22/03/2021,9,13,D5,0,0,0,0,3
N7,Decitabine,N7.A3,22/03/2021,1,14,D5,0,1,1,2,3
N7,Decitabine,N7.A3,22/03/2021,5,15,D5,0,0,0,0,3
N7,Decitabine,N7.A3,23/03/2021,9,16,D6,0,0,0,0,3
N7,Decitabine,N7.A3,23/03/2021,1,17,D6,0,1,1,2,3
N7,Decitabine,N7.A3,23/03/2021,5,18,D6,0,0,0,0,3
N7,6-azacytidine,N7.C3,19/03/2021,9,1,D1,0,0,0,0,3
N7,6-azacytidine,N7.C3,19/03/2021,1,2,D1,0,0,0,0,3
N7,6-azacytidine,N7.C3,19/03/2021,5,3,D1,0,0,0,0,3
N7,6-azacytidine,N7.C3,20/03/2021,9,4,D2,0,0,0,0,3
N7,6-azacytidine,N7.C3,20/03/2021,1,5,D2,0,0,1,1,3
N7,6-azacytidine,N7.C3,20/03/2021,5,6,D2,0,1,1,2,3
N7,6-azacytidine,N7.C3,21/03/2021,9,7,D3,0,0,0,0,3
N7,6-azacytidine,N7.C3,21/03/2021,1,8,D3,0,0,0,0,3
N7,6-azacytidine,N7.C3,21/03/2021,5,9,D3,0,0,1,1,3
N7,6-azacytidine,N7.C3,22/03/2021,9,10,D4,0,0,1,1,3
N7,6-azacytidine,N7.C3,22/03/2021,1,11,D4,0,0,2,2,3
N7,6-azacytidine,N7.C3,22/03/2021,5,12,D4,0,1,0,1,3
N7,6-azacytidine,N7.C3,23/03/2021,9,13,D5,0,0,5,5,3
N7,6-azacytidine,N7.C3,23/03/2021,1,14,D5,0,0,4,4,3
N7,6-azacytidine,N7.C3,23/03/2021,5,15,D5,0,0,3,3,3
N7,6-azacytidine,N7.C3,24/03/2021,9,16,D6,0,0,3,3,3
N7,6-azacytidine,N7.C3,24/03/2021,1,17,D6,1,0,3,4,3
N7,6-azacytidine,N7.C3,24/03/2021,5,18,D6,0,0,1,1,3
N8,Decitabine,N8.A1,29/01/2021,9,1,D1,0,0,1,1,3
N8,Decitabine,N8.A1,29/01/2021,1,2,D1,2,0,0,2,3
N8,Decitabine,N8.A1,29/01/2021,5,3,D1,0,0,0,0,3
N8,Decitabine,N8.A1,30/01/2021,9,4,D2,0,0,1,1,3
N8,Decitabine,N8.A1,30/01/2021,1,5,D2,0,0,2,2,3
N8,Decitabine,N8.A1,30/01/2021,5,6,D2,0,1,5,6,3
N8,Decitabine,N8.A1,31/01/2021,9,7,D3,0,0,2,2,3
N8,Decitabine,N8.A1,31/01/2021,1,8,D3,0,0,1,1,3
N8,Decitabine,N8.A1,31/01/2021,5,9,D3,0,1,2,3,3
N8,Decitabine,N8.A1,01/02/2021,9,10,D4,0,0,4,4,3
N8,Decitabine,N8.A1,01/02/2021,1,11,D4,0,2,3,5,3
N8,Decitabine,N8.A1,01/02/2021,5,12,D4,1,1,2,4,3
N8,Decitabine,N8.A1,02/02/2021,9,13,D5,0,0,5,5,3
N8,Decitabine,N8.A1,02/02/2021,1,14,D5,0,1,5,6,3
N8,Decitabine,N8.A1,02/02/2021,5,15,D5,1,0,5,6,3
N8,Decitabine,N8.A1,03/02/2021,9,16,D6,0,0,1,1,3
N8,Decitabine,N8.A1,03/02/2021,1,17,D6,0,0,0,0,3
N8,Decitabine,N8.A1,03/02/2021,5,18,D6,0,0,2,2,3
N8,Control,N8.B1,28/01/2021,9,1,D1,0,0,0,0,3
N8,Control,N8.B1,28/01/2021,1,2,D1,0,0,0,0,3
N8,Control,N8.B1,28/01/2021,5,3,D1,0,0,0,0,3
N8,Control,N8.B1,29/01/2021,9,4,D2,0,0,0,0,3
N8,Control,N8.B1,29/01/2021,1,5,D2,0,0,2,2,3
N8,Control,N8.B1,29/01/2021,5,6,D2,0,1,0,1,3
N8,Control,N8.B1,30/01/2021,9,7,D3,0,0,1,1,3
N8,Control,N8.B1,30/01/2021,1,8,D3,0,0,0,0,3
N8,Control,N8.B1,30/01/2021,5,9,D3,0,0,2,2,3
N8,Control,N8.B1,31/01/2021,9,10,D4,0,0,0,0,3
N8,Control,N8.B1,31/01/2021,1,11,D4,0,0,0,0,3
N8,Control,N8.B1,31/01/2021,5,12,D4,0,0,1,1,3
N8,Control,N8.B1,01/02/2021,9,13,D5,0,0,2,2,3
N8,Control,N8.B1,01/02/2021,1,14,D5,0,0,0,0,3
N8,Control,N8.B1,01/02/2021,5,15,D5,0,1,1,2,3
N8,Control,N8.B1,02/02/2021,9,16,D6,0,0,0,0,3
N8,Control,N8.B1,02/02/2021,1,17,D6,0,0,1,1,3
N8,Control,N8.B1,02/02/2021,5,18,D6,0,0,0,0,3
N8,6-azacytidine,N8.C1,28/01/2021,9,1,D1,0,0,0,0,3
N8,6-azacytidine,N8.C1,28/01/2021,1,2,D1,0,0,0,0,3
N8,6-azacytidine,N8.C1,28/01/2021,5,3,D1,0,0,1,1,3
N8,6-azacytidine,N8.C1,29/01/2021,9,4,D2,0,0,1,1,3
N8,6-azacytidine,N8.C1,29/01/2021,1,5,D2,0,0,0,0,3
N8,6-azacytidine,N8.C1,29/01/2021,5,6,D2,0,0,2,2,3
N8,6-azacytidine,N8.C1,30/01/2021,9,7,D3,0,0,0,0,3
N8,6-azacytidine,N8.C1,30/01/2021,1,8,D3,0,0,0,0,3
N8,6-azacytidine,N8.C1,30/01/2021,5,9,D3,0,0,2,2,3
N8,6-azacytidine,N8.C1,31/01/2021,9,10,D4,0,0,1,1,3
N8,6-azacytidine,N8.C1,31/01/2021,1,11,D4,0,0,2,2,3
N8,6-azacytidine,N8.C1,31/01/2021,5,12,D4,0,0,0,0,3
N8,6-azacytidine,N8.C1,01/02/2021,9,13,D5,0,0,0,0,3
N8,6-azacytidine,N8.C1,01/02/2021,1,14,D5,0,0,2,2,3
N8,6-azacytidine,N8.C1,01/02/2021,5,15,D5,0,0,0,0,3
N8,6-azacytidine,N8.C1,02/02/2021,9,16,D6,0,0,0,0,3
N8,6-azacytidine,N8.C1,02/02/2021,1,17,D6,0,0,1,1,3
N8,6-azacytidine,N8.C1,02/02/2021,5,18,D6,0,0,0,0,3
N8,Decitabine,N8.A2,30/01/2021,9,1,D1,0,0,0,0,3
N8,Decitabine,N8.A2,30/01/2021,1,2,D1,0,0,0,0,3
N8,Decitabine,N8.A2,30/01/2021,5,3,D1,0,0,0,0,3
N8,Decitabine,N8.A2,31/01/2021,9,4,D2,0,0,1,1,3
N8,Decitabine,N8.A2,31/01/2021,1,5,D2,0,0,1,1,3
N8,Decitabine,N8.A2,31/01/2021,5,6,D2,1,0,2,3,3
N8,Decitabine,N8.A2,01/02/2021,9,7,D3,3,0,1,4,3
N8,Decitabine,N8.A2,01/02/2021,1,8,D3,0,0,1,1,3
N8,Decitabine,N8.A2,01/02/2021,5,9,D3,0,1,1,2,3
N8,Decitabine,N8.A2,02/02/2021,9,10,D4,0,0,1,1,3
N8,Decitabine,N8.A2,02/02/2021,1,11,D4,0,0,0,0,3
N8,Decitabine,N8.A2,02/02/2021,5,12,D4,0,0,0,0,3
N8,Decitabine,N8.A2,03/02/2021,9,13,D5,1,0,1,2,3
N8,Decitabine,N8.A2,03/02/2021,1,14,D5,0,1,0,1,3
N8,Decitabine,N8.A2,03/02/2021,5,15,D5,0,0,0,0,3
N8,Decitabine,N8.A2,04/02/2021,9,16,D6,0,0,0,0,3
N8,Decitabine,N8.A2,04/02/2021,1,17,D6,0,0,2,2,3
N8,Decitabine,N8.A2,04/02/2021,5,18,D6,0,0,0,0,3
N8,Control,N8.B2,01/02/2021,9,1,D1,0,0,0,0,3
N8,Control,N8.B2,01/02/2021,1,2,D1,0,0,0,0,3
N8,Control,N8.B2,01/02/2021,5,3,D1,0,0,0,0,3
N8,Control,N8.B2,02/02/2021,9,4,D2,0,0,0,0,3
N8,Control,N8.B2,02/02/2021,1,5,D2,1,0,0,1,3
N8,Control,N8.B2,02/02/2021,5,6,D2,1,0,1,2,3
N8,Control,N8.B2,03/02/2021,9,7,D3,0,0,1,1,3
N8,Control,N8.B2,03/02/2021,1,8,D3,0,0,0,0,3
N8,Control,N8.B2,03/02/2021,5,9,D3,0,0,0,0,3
N8,Control,N8.B2,04/02/2021,9,10,D4,0,0,1,1,3
N8,Control,N8.B2,04/02/2021,1,11,D4,0,0,2,2,3
N8,Control,N8.B2,04/02/2021,5,12,D4,0,0,0,0,3
N8,Control,N8.B2,05/02/2021,9,13,D5,0,1,1,2,3
N8,Control,N8.B2,05/02/2021,1,14,D5,0,0,0,0,3
N8,Control,N8.B2,05/02/2021,5,15,D5,0,0,1,1,3
N8,Control,N8.B2,06/02/2021,9,16,D6,0,0,0,0,3
N8,Control,N8.B2,06/02/2021,1,17,D6,0,0,0,0,3
N8,Control,N8.B2,06/02/2021,5,18,D6,0,0,0,0,3
N8,6-azacytidine,N8.C2,02/02/2021,9,1,D1,0,0,0,0,3
N8,6-azacytidine,N8.C2,02/02/2021,1,2,D1,0,0,0,0,3
N8,6-azacytidine,N8.C2,02/02/2021,5,3,D1,0,0,0,0,3
N8,6-azacytidine,N8.C2,03/02/2021,9,4,D2,0,0,2,2,3
N8,6-azacytidine,N8.C2,03/02/2021,1,5,D2,0,0,2,2,3
N8,6-azacytidine,N8.C2,03/02/2021,5,6,D2,0,0,11,11,3
N8,6-azacytidine,N8.C2,04/02/2021,9,7,D3,0,0,4,4,3
N8,6-azacytidine,N8.C2,04/02/2021,1,8,D3,0,0,2,2,3
N8,6-azacytidine,N8.C2,04/02/2021,5,9,D3,1,0,4,5,3
N8,6-azacytidine,N8.C2,05/02/2021,9,10,D4,0,0,0,0,3
N8,6-azacytidine,N8.C2,05/02/2021,1,11,D4,0,0,1,1,3
N8,6-azacytidine,N8.C2,05/02/2021,5,12,D4,0,0,0,0,3
N8,6-azacytidine,N8.C2,06/02/2021,9,13,D5,0,0,1,1,3
N8,6-azacytidine,N8.C2,06/02/2021,1,14,D5,0,0,0,0,3
N8,6-azacytidine,N8.C2,06/02/2021,5,15,D5,0,0,2,2,3
N8,6-azacytidine,N8.C2,07/02/2021,9,16,D6,0,0,1,1,3
N8,6-azacytidine,N8.C2,07/02/2021,1,17,D6,0,0,0,0,3
N8,6-azacytidine,N8.C2,07/02/2021,5,18,D6,0,0,0,0,3
N8,6-azacytidine,N8.C3,07/02/2021,9,1,D1,0,0,0,0,3
N8,6-azacytidine,N8.C3,07/02/2021,1,2,D1,0,0,0,0,3
N8,6-azacytidine,N8.C3,07/02/2021,5,3,D1,0,0,0,0,3
N8,6-azacytidine,N8.C3,08/02/2021,9,4,D2,0,0,2,2,3
N8,6-azacytidine,N8.C3,08/02/2021,1,5,D2,0,0,2,2,3
N8,6-azacytidine,N8.C3,08/02/2021,5,6,D2,0,0,2,2,3
N8,6-azacytidine,N8.C3,09/02/2021,9,7,D3,0,0,0,0,3
N8,6-azacytidine,N8.C3,09/02/2021,1,8,D3,0,0,1,1,3
N8,6-azacytidine,N8.C3,09/02/2021,5,9,D3,0,2,1,3,3
N8,6-azacytidine,N8.C3,10/02/2021,9,10,D4,0,0,1,1,3
N8,6-azacytidine,N8.C3,10/02/2021,1,11,D4,0,1,0,1,3
N8,6-azacytidine,N8.C3,10/02/2021,5,12,D4,0,0,1,1,3
N8,6-azacytidine,N8.C3,11/02/2021,9,13,D5,0,0,1,1,3
N8,6-azacytidine,N8.C3,11/02/2021,1,14,D5,0,0,1,1,3
N8,6-azacytidine,N8.C3,11/02/2021,5,15,D5,0,0,0,0,3
N8,6-azacytidine,N8.C3,12/02/2021,9,16,D6,0,0,0,0,3
N8,6-azacytidine,N8.C3,12/02/2021,1,17,D6,0,0,1,1,3
N8,6-azacytidine,N8.C3,12/02/2021,5,18,D6,0,1,0,1,3